date,Open,High,Low,Close,Volume,tic
2022-01-01,1.2979072629475537,1.3036914388119052,1.264284496838682,1.2663657360618603,4006705.975022055,ADA-USD
2022-01-01,548.008083564029,558.046814357003,513.6182389151245,527.1626125433695,8115935.734410497,BNB-USD
2022-01-01,47834.806576217314,48127.956179740104,47176.06127194018,47466.91130383056,1522752.5095137951,BTC-USD
2022-01-01,3745.3099821405995,3819.668269029747,3583.9477562878947,3750.9070399318057,2805081.936292629,ETH-USD
2022-01-01,171.57716161573595,174.8511313461226,162.73819211972497,168.47896597285185,1148704.568078739,SOL-USD
2022-01-02,1.2830611278057582,1.307610990565988,1.2316263791284636,1.257209608560112,8198723.99577602,ADA-USD
2022-01-02,553.6255302097485,553.9124111627387,526.4120640721861,533.5912311673779,3529251.3364318223,BNB-USD
2022-01-02,47763.04404473274,49272.993817422495,47292.148508695536,47335.65171742698,9729188.66945795,BTC-USD
2022-01-02,3676.2144987910738,3716.8363479741893,3650.2543509232833,3704.9221745804125,9197508.042907786,ETH-USD
2022-01-02,173.1402515780166,174.91145570641683,170.361021254209,171.34989821434598,5505999.7620044695,SOL-USD
2022-01-03,1.3469449975210956,1.3566676191866205,1.3055987924595498,1.3162486371632447,2151653.1544164317,ADA-USD
2022-01-03,507.80016301251015,539.4351264601937,494.2910281853864,524.5118268814487,3257237.1925080675,BNB-USD
2022-01-03,46378.34018999079,47137.61566892703,45957.96148104257,46891.19419696958,4887505.167779041,BTC-USD
2022-01-03,3450.6726822549804,3640.8186522064802,3358.160896797549,3604.9060910723724,6539973.608738612,ETH-USD
2022-01-03,168.80734547124425,173.50875901287054,164.52564491759162,172.19736053947545,4936267.565665998,SOL-USD
2022-01-04,1.3222318073297015,1.3521157483813724,1.266723467552167,1.332288051245769,9341230.297958069,ADA-USD
2022-01-04,519.5458941178858,527.5104366707269,507.7547706464024,516.8666453351449,8669256.074690282,BNB-USD
2022-01-04,47629.5803315846,47773.418124857795,47100.22963264906,47400.019964315696,4297256.589643225,BTC-USD
2022-01-04,3724.0045777763585,3760.4504657197667,3693.895022570123,3732.3877761643394,6743259.122646424,ETH-USD
2022-01-04,174.80553407386228,179.28235274684883,171.75735020419964,174.81968741341967,7243093.328067299,SOL-USD
2022-01-05,1.3207802474409023,1.3308859721893482,1.3192785294433145,1.3238039457020447,5839098.5518683065,ADA-USD
2022-01-05,532.5285006068859,554.6095098425486,517.4442721123418,517.723246791806,9693126.9267923,BNB-USD
2022-01-05,48814.439116077454,49334.59269661066,48748.69192837325,48789.45558246683,6467903.667112946,BTC-USD
2022-01-05,3611.3455424223216,3780.050835131418,3564.8683764768557,3685.460143290471,3855332.569211808,ETH-USD
2022-01-05,180.94673529590446,189.05983717211495,165.84319536870868,173.58123061715696,8337177.4696260495,SOL-USD
2022-01-06,1.329000536232913,1.363320351354398,1.3097382466578862,1.3430594518519114,9307850.012953227,ADA-USD
2022-01-06,531.6446571769187,533.6018754489655,516.6356350564162,522.6243948016852,3443145.9671889185,BNB-USD
2022-01-06,47858.45731948792,49344.36593284034,47081.09897393169,48569.1455267836,8275576.13304815,BTC-USD
2022-01-06,3664.3935557455243,3711.196920666077,3543.4383558901486,3665.0048356598772,8804369.359010097,ETH-USD
2022-01-06,177.75616190599874,181.74691674115536,172.42196682898538,173.29245859026756,4520963.485372789,SOL-USD
2022-01-07,1.3627976493170817,1.3654920879221157,1.3296985608614469,1.341056138192675,4661345.368279771,ADA-USD
2022-01-07,494.17851378998694,522.3517733904732,490.53866480653323,515.5479436708046,6301350.465475065,BNB-USD
2022-01-07,47771.05912657692,48204.533458935555,46887.08314887088,47985.69536798994,1309496.6900369655,BTC-USD
2022-01-07,3703.6665575191046,3720.17461890967,3613.8727122021055,3641.0596550238497,8942455.945613228,ETH-USD
2022-01-07,166.7720527672056,175.6538885664852,164.15502954034247,173.0678394924874,1464422.8879808215,SOL-USD
2022-01-08,1.2903003644605284,1.363520519780789,1.2824033554217988,1.3246219196629958,9585781.426724885,ADA-USD
2022-01-08,506.7129714584254,516.7276581560927,500.0421962024498,511.6876234357912,2091742.3410864726,BNB-USD
2022-01-08,46638.47479919066,49171.417810506166,45964.31935827084,47705.752819623405,5680612.190600297,BTC-USD
2022-01-08,3670.079029746548,3688.866378271593,3632.5238571505474,3650.144251763167,1063868.7924539845,ETH-USD
2022-01-08,172.2036147688705,175.92757390167117,172.04242312747235,173.77805760721168,3688308.112099485,SOL-USD
2022-01-09,1.3587323285820054,1.3785291024382125,1.3362865726469961,1.3705567118876034,9591055.708134143,ADA-USD
2022-01-09,501.0343672540364,520.9704809431806,495.11038569537857,506.1304712513987,5414135.726417392,BNB-USD
2022-01-09,47685.097574399195,49870.59804225062,44411.34380844974,46438.510512678986,6381099.809299766,BTC-USD
2022-01-09,3655.4800202038796,3736.721648336199,3505.624703371191,3614.9339695931567,5782059.579129482,ETH-USD
2022-01-09,176.4536564764712,182.28438206690421,172.87907216496805,179.06299902929538,2247413.4828838157,SOL-USD
2022-01-10,1.4318434217137515,1.4370394354292313,1.3734766712181525,1.4055709831291088,4154376.555082689,ADA-USD
2022-01-10,493.0547972227019,502.1084979652943,490.5064312926209,499.0756050583121,2231922.877226449,BNB-USD
2022-01-10,44822.75352309152,47049.64527975373,44727.728040277565,46621.34936410793,3927972.976869379,BTC-USD
2022-01-10,3781.5116089431094,3844.6162000884756,3665.7628029804227,3694.3890150098464,2138178.2086321404,ETH-USD
2022-01-10,180.8624276790199,184.49127558623695,176.94804023821288,183.58169377807565,5842872.419255533,SOL-USD
2022-01-11,1.4096636212192342,1.4358472151085353,1.357996297905601,1.3860804952162273,1270094.3899672707,ADA-USD
2022-01-11,531.8768045203632,543.8393030649319,496.8602910935222,515.2988592067384,2153215.3622547165,BNB-USD
2022-01-11,44683.44283674823,45791.17631182984,43637.08775861457,45242.735558999215,2268318.024772864,BTC-USD
2022-01-11,3656.2308307045905,3690.5643145457348,3576.1129503165284,3664.0192948035974,1546147.6205561408,ETH-USD
2022-01-11,187.2044863452681,195.22125964624908,177.0063341186859,181.0597210395739,6614265.3752878755,SOL-USD
2022-01-12,1.3148285621349352,1.340268284960858,1.298552892639386,1.3238681699497572,7389098.179550858,ADA-USD
2022-01-12,494.51326057467656,503.7281539325383,488.087153283523,501.26546741057416,2179130.98990253,BNB-USD
2022-01-12,42994.451306426425,46443.5277705441,41597.039433657104,44591.38113571764,2788441.1338075516,BTC-USD
2022-01-12,3748.1332244656387,3791.4988968514526,3664.611130368561,3738.884221316766,8451324.590907812,ETH-USD
2022-01-12,173.58913938671614,179.1274606932102,171.00413342342418,177.34424792559147,3584298.436913183,SOL-USD
2022-01-13,1.247746196923624,1.3366167440018848,1.2425495123693682,1.2986636039198463,7566833.875790971,ADA-USD
2022-01-13,486.197952870814,499.3563509939024,477.3349174456817,497.1850071855731,9865087.730465017,BNB-USD
2022-01-13,43927.02056079958,46177.29850751703,43719.09880081035,45510.85498888483,8767930.83288034,BTC-USD
2022-01-13,3870.351747835483,4024.8954280602065,3697.347559876574,3751.2527240296176,4865031.073708324,ETH-USD
2022-01-13,173.46419630629524,178.50331886898292,173.29436691328013,176.7371233878588,3452944.555554809,SOL-USD
2022-01-14,1.313783588190867,1.3472448405264483,1.31229825426929,1.3189285345343493,3011232.9310802054,ADA-USD
2022-01-14,512.5284728371414,521.7973530352684,512.0154476956121,515.5886198975898,8882971.492302563,BNB-USD
2022-01-14,45810.83716455809,46461.447988651,45313.184366966736,46358.5220779874,3926649.898240723,BTC-USD
2022-01-14,3575.5100216991423,3650.833685349007,3477.9073865427836,3647.5667806453316,3166413.2709715604,ETH-USD
2022-01-14,177.13894291790547,179.850263336448,175.87100770955433,177.34052330723014,5707372.011533851,SOL-USD
