date,Open,High,Low,Close,Volume,tic,sma_20,ema_20,rsi,ema_12,ema_26,macd,macd_signal,returns,volatility,price_sma_ratio
2022-01-01,1.2979072629475537,1.3036914388119052,1.264284496838682,1.2663657360618603,4006705.975022055,ADA-USD,1.2663657360618603,1.2663657360618603,50.0,1.2663657360618603,1.2663657360618603,0.0,0.0,0.0,0.0,1.0
2022-01-01,548.008083564029,558.046814357003,513.6182389151245,527.1626125433695,8115935.734410497,BNB-USD,527.1626125433695,527.1626125433695,50.0,527.1626125433695,527.1626125433695,0.0,0.0,0.0,0.0,1.0
2022-01-01,47834.806576217314,48127.956179740104,47176.06127194018,47466.91130383056,1522752.5095137951,BTC-USD,47466.91130383056,47466.91130383056,50.0,47466.91130383056,47466.91130383056,0.0,0.0,0.0,0.0,1.0
2022-01-01,3745.3099821405995,3819.668269029747,3583.9477562878947,3750.9070399318057,2805081.936292629,ETH-USD,3750.9070399318057,3750.9070399318057,50.0,3750.9070399318057,3750.9070399318057,0.0,0.0,0.0,0.0,1.0
2022-01-01,171.57716161573595,174.8511313461226,162.73819211972497,168.47896597285185,1148704.568078739,SOL-USD,168.47896597285185,168.47896597285185,50.0,168.47896597285185,168.47896597285185,0.0,0.0,0.0,0.0,1.0
2022-01-02,1.2830611278057582,1.307610990565988,1.2316263791284636,1.257209608560112,8198723.99577602,ADA-USD,1.2617876723109862,1.2654937239188369,0.0,1.2614061669984133,1.2616115929359526,-0.00020542593753924976,-0.00011412552085513875,-0.007230239449009357,0.0051125513439970035,0.9963717637671247
2022-01-02,553.6255302097485,553.9124111627387,526.4120640721861,533.5912311673779,3529251.3364318223,BNB-USD,530.3769218553737,527.7748619361322,100.0,530.6447809647074,530.5005491366046,0.14423182810276103,0.0801287933904228,0.012194754466734015,0.008622993578332561,1.0060604245387599
2022-01-02,47763.04404473274,49272.993817422495,47292.148508695536,47335.65171742698,9729188.66945795,BTC-USD,47401.281510628774,47454.41039083974,0.0,47395.81236119528,47398.757287813314,-2.944926618030877,-1.636070343350487,-0.002765286023423741,0.0019553524990833094,0.9986154426397296
2022-01-02,3676.2144987910738,3716.8363479741893,3650.2543509232833,3704.9221745804125,9197508.042907786,ETH-USD,3727.914607256109,3746.5275289459587,0.0,3725.9985711998006,3727.030282922428,-1.0317117226272785,-0.573173179237377,-0.01225966542541379,0.008668892557388352,0.9938323606900911
2022-01-02,173.1402515780166,174.91145570641683,170.361021254209,171.34989821434598,5505999.7620044695,SOL-USD,169.91443209359892,168.75238809108941,100.0,170.03405427032786,169.96964232901226,0.06441194131559769,0.035784411841998716,0.017040300698169863,0.01204931217713377,1.0084481706648458
2022-01-03,1.3469449975210956,1.3566676191866205,1.3055987924595498,1.3162486371632447,2151653.1544164317,ADA-USD,1.279941327261739,1.270327525180209,86.57363950063178,1.2828111957694444,1.2812421524439348,0.001569043325509556,0.0005756977768353097,0.046960370173077415,0.029422709201385795,1.0283663861211358
2022-01-03,507.80016301251015,539.4351264601937,494.2910281853864,524.5118268814487,3257237.1925080675,BNB-USD,528.4218901973987,527.464096692829,41.453502237792684,528.2510875696248,528.3488593761272,-0.09777180650235096,0.007218711467154868,-0.017015654972563188,0.014671358550253772,0.9926004895170232
2022-01-03,46378.34018999079,47137.61566892703,45957.96148104257,46891.19419696958,4887505.167779041,BTC-USD,47231.25240607571,47400.770753328296,0.0,47198.859775158,47216.39479731303,-17.535022155025217,-8.152034200594228,-0.009389487718699074,0.004825096449996829,0.9928001441464553
2022-01-03,3450.6726822549804,3640.8186522064802,3358.160896797549,3604.9060910723724,6539973.608738612,ETH-USD,3686.9117685281967,3733.039772957998,0.0,3678.7361482401343,3683.1522465209046,-4.416098280770257,-2.148142483144295,-0.026995461387624653,0.013516644150291952,0.9777576241026888
